345,1.33836,1.0554,0.798399,0.665346,0.953174,1.3806,1,2510
345,-1.18734,-0.943292,-0.465965,-0.0618994,0.497727,1.06808,2,1512
345,0.342796,0.372867,0.566757,0.619065,0.962919,1.37743,3,1779
345,0.674484,0.600283,0.671172,0.665608,0.939983,1.29929,4,2240
345,1.40134,1.12147,0.898277,0.760351,0.895845,1.21286,5,1853
345,0.764862,0.541918,0.507987,0.578006,1.0313,1.49178,6,2072
345,1.03099,0.849884,0.769757,0.702931,0.90475,1.21349,7,2371
345,-0.044294,0.0197208,0.306714,0.504107,0.940881,1.3985,8,1460
345,-0.492879,-0.361472,0.00591592,0.323582,0.82362,1.32898,9,1794
345,0.432168,0.307467,0.423195,0.551198,1.018,1.47809,10,1147
345,1.04681,0.780035,0.563815,0.54512,0.984144,1.46516,11,1806
345,0.946167,0.761702,0.689384,0.649595,0.961291,1.36935,12,1956
