345,0.262217,0.423492,0.399475,-0.0557576,-0.535413,0.161275,0.137259,-0.317974,-0.797629,-0.0240168,-0.47925,-0.958905,-0.455233,-0.934888,-0.479655,1
345,-0.0226947,-0.212435,-0.265931,-0.614439,-1.03087,-0.189741,-0.243236,-0.591744,-1.00817,-0.0534957,-0.402004,-0.818432,-0.348508,-0.764937,-0.416429,2
345,0.294684,0.544487,0.688064,0.451024,0.0477663,0.249803,0.39338,0.15634,-0.246917,0.143577,-0.0934633,-0.496721,-0.23704,-0.640297,-0.403257,3
345,-0.23972,-0.712049,-1.11255,-1.66987,-2.23671,-0.472329,-0.872825,-1.43015,-1.99699,-0.400496,-0.957817,-1.52466,-0.557321,-1.12416,-0.566841,4
345,0.182664,0.251186,0.288414,-0.0249126,-0.433499,0.0685223,0.10575,-0.207577,-0.616163,0.0372279,-0.276099,-0.684685,-0.313327,-0.721913,-0.408586,5
345,-0.0346859,-0.295575,-0.476689,-0.913753,-1.36967,-0.260889,-0.442003,-0.879067,-1.33499,-0.181115,-0.618178,-1.0741,-0.437064,-0.892985,-0.455921,6
345,0.0727134,0.00050891,0.00606442,-0.267286,-0.625415,-0.0722045,-0.066649,-0.339999,-0.698129,0.00555551,-0.267795,-0.625924,-0.27335,-0.63148,-0.358129,7
345,-0.123139,-0.481923,-0.788252,-1.28136,-1.78131,-0.358784,-0.665113,-1.15822,-1.65817,-0.306329,-0.799434,-1.29938,-0.493106,-0.993055,-0.49995,8
345,0.264087,0.525635,0.626427,0.251548,-0.211345,0.261548,0.36234,-0.0125398,-0.475432,0.100792,-0.274088,-0.73698,-0.37488,-0.837772,-0.462892,9
345,0.271374,0.483038,0.613861,0.494532,0.198798,0.211663,0.342487,0.223158,-0.0725763,0.130824,0.0114942,-0.28424,-0.11933,-0.415064,-0.295734,10
345,0.180449,0.259359,0.325461,0.121177,-0.189638,0.0789101,0.145012,-0.0592723,-0.370087,0.0661016,-0.138182,-0.448997,-0.204284,-0.515098,-0.310814,11
345,0.19149,0.166952,0.0733943,-0.386473,-0.844635,-0.0245387,-0.118096,-0.577964,-1.03613,-0.0935574,-0.553425,-1.01159,-0.459868,-0.918029,-0.458162,12
