278,888,504,357,386
480,52,46,56,98
431,200,191,693,459
440,15,89,81,94
166,98,21,160,78
406,1036,888,726,1032
974,712,941,1095,1006
736,976,1170,951,905
0,0,0,0,0
589,524,651,382,439
