921,0.903261,0.735717,0.712043,0.654431,0.909876,1.30396,1,2049
921,-1.46537,-1.23297,-0.722884,-0.256853,0.376938,0.999142,2,1036
921,1.27393,0.997966,0.807245,0.67986,0.894234,1.30622,3,2360
921,0.77195,0.624722,0.642336,0.634151,0.982706,1.45451,4,2010
921,-0.593146,-0.47114,-0.0828419,0.261446,0.782506,1.31102,5,768
921,1.35002,1.01771,0.738339,0.600983,0.926522,1.44296,6,1436
921,1.50683,1.19324,0.941899,0.775155,0.862959,1.21446,7,1820
921,0.159767,0.205688,0.453422,0.568423,0.975365,1.45603,8,1379
921,0.570678,0.34847,0.379448,0.503033,1.04151,1.54422,9,899
921,1.16455,0.94257,0.81213,0.730515,0.872591,1.19594,10,1308
921,1.54418,1.19087,0.893408,0.714428,0.917933,1.35434,11,2219
921,1.09625,0.847154,0.713039,0.636009,0.946778,1.40144,12,1972
921,0.974505,0.663284,0.487134,0.490886,0.978561,1.49571,13,1249
921,0.454222,0.445461,0.602406,0.608306,0.915526,1.33473,14,1995
