921,0.167544,0.191218,0.24883,-0.0066156,-0.4007,0.0236736,0.0812859,-0.17416,-0.568244,0.0576123,-0.197833,-0.591918,-0.255446,-0.64953,-0.394085,1
921,-0.232397,-0.742487,-1.20852,-1.84231,-2.46451,-0.51009,-0.976122,-1.60991,-2.23212,-0.466031,-1.09982,-1.72203,-0.633791,-1.25599,-0.622204,2
921,0.275966,0.466687,0.594071,0.379698,-0.0322862,0.190721,0.318105,0.103732,-0.308252,0.127384,-0.086989,-0.498973,-0.214373,-0.626358,-0.411984,3
921,0.147228,0.129614,0.137799,-0.210756,-0.682556,-0.0176136,-0.00942933,-0.357984,-0.829784,0.00818422,-0.34037,-0.81217,-0.348554,-0.820355,-0.4718,4
921,-0.122006,-0.510304,-0.854592,-1.37565,-1.90417,-0.388298,-0.732586,-1.25365,-1.78216,-0.344288,-0.865348,-1.39387,-0.52106,-1.04958,-0.528518,5
921,0.332311,0.611683,0.749039,0.4235,-0.092939,0.279372,0.416728,0.091189,-0.42525,0.137357,-0.188183,-0.704622,-0.325539,-0.841978,-0.516439,6
921,0.313585,0.564927,0.731672,0.643867,0.292366,0.251342,0.418086,0.330282,-0.0212196,0.166744,0.0789401,-0.272561,-0.0878042,-0.439306,-0.351502,7
921,-0.0459209,-0.293655,-0.408656,-0.815598,-1.29627,-0.247734,-0.362735,-0.769677,-1.25035,-0.115001,-0.521943,-1.00261,-0.406942,-0.88761,-0.480668,8
921,0.222208,0.191231,0.0676454,-0.470835,-0.97354,-0.0309776,-0.154563,-0.693043,-1.19575,-0.123585,-0.662065,-1.16477,-0.53848,-1.04119,-0.502706,9
921,0.221979,0.352419,0.434035,0.291959,-0.0313919,0.13044,0.212055,0.0699797,-0.253371,0.0816154,-0.0604603,-0.383811,-0.142076,-0.465427,-0.323351,10
921,0.35331,0.650776,0.829756,0.62625,0.189841,0.297466,0.476446,0.27294,-0.163469,0.17898,-0.0245257,-0.460935,-0.203506,-0.639915,-0.436409,11
921,0.249094,0.383209,0.460239,0.14947,-0.30519,0.134115,0.211145,-0.099624,-0.554284,0.0770299,-0.233739,-0.688399,-0.310769,-0.765429,-0.45466,12
921,0.311221,0.487371,0.483619,-0.00405632,-0.521206,0.176151,0.172399,-0.315277,-0.832427,-0.003752,-0.491428,-1.00858,-0.487676,-1.00483,-0.51715,13
921,0.00876095,-0.148184,-0.154084,-0.461304,-0.880511,-0.156945,-0.162844,-0.470065,-0.889272,-0.00589977,-0.31312,-0.732328,-0.30722,-0.726428,-0.419207,14
