0,0,0,0,0
565,531,493,437,556
366,354,328,480,415
518,450,336,255,629
431,388,373,741,507
614,964,692,805,671
306,257,267,405,212
396,655,585,363,364
732,263,455,273,661
572,639,972,742,482
