698,1413,1115,851,1024
445,67,145,170,177
270,83,118,403,285
716,513,617,858,861
360,33,66,162,286
321,300,493,228,326
231,173,395,486,470
641,1621,1046,829,794
381,13,129,86,58
437,285,377,428,216
