540,593,762,617,382
267,43,27,164,137
290,273,245,282,448
941,438,838,798,489
201,36,44,174,260
291,602,523,448,382
1029,1074,1128,1154,1523
370,1063,682,600,698
306,9,34,22,46
265,378,218,242,132
