326,1509,957,921,828
223,46,77,208,79
1241,285,315,462,441
389,994,739,1491,1099
496,79,61,166,58
70,118,363,35,293
557,288,216,326,340
530,623,963,196,577
457,200,182,451,338
211,359,628,245,444
