219,0.315827,0.598229,0.73515,0.407507,-0.0702813,0.282403,0.419323,0.0916797,-0.386108,0.13692,-0.190723,-0.668511,-0.327643,-0.805431,-0.477788,3,1,
345,0.282966,0.539962,0.673016,0.385188,-0.0422355,0.256996,0.390049,0.102222,-0.325202,0.133054,-0.154774,-0.582197,-0.287828,-0.715251,-0.427423,1,1,
348,0.276811,0.554826,0.700581,0.421684,-0.0347413,0.278015,0.42377,0.144873,-0.311552,0.145756,-0.133142,-0.589567,-0.278897,-0.735322,-0.456425,4,1,
351,0.245599,0.434852,0.549038,0.315404,-0.0889499,0.189253,0.303439,0.0698048,-0.334549,0.114186,-0.119448,-0.523802,-0.233634,-0.637988,-0.404354,5,1,
351,0.30884,0.576437,0.7094,0.409316,-0.0717372,0.267597,0.40056,0.100476,-0.380578,0.132963,-0.167121,-0.648174,-0.300084,-0.781137,-0.481053,8,1,
909,0.329152,0.626578,0.774694,0.467437,-0.0745977,0.297426,0.445542,0.138285,-0.403749,0.148116,-0.159141,-0.701175,-0.307257,-0.849291,-0.542035,2,1,
909,0.269978,0.474004,0.589869,0.333092,-0.117106,0.204026,0.319891,0.0631143,-0.387084,0.115865,-0.140912,-0.591111,-0.256777,-0.706976,-0.450199,10,1,
921,0.281628,0.485216,0.621002,0.419744,0.00758389,0.203588,0.339374,0.138116,-0.274044,0.135786,-0.0654716,-0.477632,-0.201257,-0.613418,-0.412161,6,1,
921,0.324404,0.58739,0.715667,0.38887,-0.12101,0.262985,0.391263,0.0644656,-0.445415,0.128277,-0.19852,-0.7084,-0.326797,-0.836678,-0.50988,8,1,
58,-0.1854,-0.64845,-1.1092,-1.7078,-2.3017,-0.46305,-0.92383,-1.5224,-2.1163,-0.46078,-1.0593,-1.6532,-0.59856,-1.1924,-0.59388,8,2,
59,-0.207949,-0.688443,-1.13822,-1.71793,-2.31148,-0.480494,-0.930268,-1.50998,-2.10353,-0.449774,-1.02948,-1.62304,-0.579709,-1.17326,-0.593556,8,2,
60,-0.23088,-0.70765,-1.1682,-1.7566,-2.3559,-0.47677,-0.93736,-1.5257,-2.125,-0.46059,-1.0489,-1.6483,-0.58832,-1.1877,-0.59934,9,2,
61,-0.24937,-0.7388,-1.2105,-1.8038,-2.4068,-0.48942,-0.96116,-1.5544,-2.1574,-0.47173,-1.065,-1.668,-0.59329,-1.1963,-0.60299,2,2,
62,-0.201236,-0.671484,-1.13108,-1.7363,-2.33968,-0.470248,-0.929846,-1.53506,-2.13845,-0.459598,-1.06482,-1.6682,-0.605218,-1.2086,-0.603383,2,2,
63,-0.241927,-0.7185,-1.17721,-1.76145,-2.37555,-0.476573,-0.935281,-1.51953,-2.13362,-0.458708,-1.04295,-1.65705,-0.584246,-1.19834,-0.614094,10,2,
64,-0.195705,-0.654265,-1.07477,-1.63262,-2.21685,-0.45856,-0.879067,-1.43691,-2.02115,-0.420507,-0.978352,-1.56259,-0.557845,-1.14208,-0.584237,2,2,
88,-0.216201,-0.695392,-1.12673,-1.7056,-2.29158,-0.479191,-0.910525,-1.4894,-2.07538,-0.431335,-1.01021,-1.59619,-0.578875,-1.16485,-0.585979,1,2,
89,-0.2382,-0.72341,-1.1743,-1.7628,-2.361,-0.4852,-0.93614,-1.5246,-2.1228,-0.45094,-1.0394,-1.6376,-0.58847,-1.1866,-0.59817,3,2,
162,-0.243576,-0.727347,-1.14945,-1.74168,-2.30719,-0.483771,-0.905877,-1.49811,-2.06361,-0.422106,-1.01434,-1.57984,-0.592231,-1.15774,-0.565505,11,2,
163,-0.24332,-0.72934,-1.1462,-1.7388,-2.3139,-0.48601,-0.90287,-1.4955,-2.0706,-0.41685,-1.0095,-1.5846,-0.5926,-1.1677,-0.57511,8,2,
212,-0.245738,-0.733537,-1.16154,-1.75686,-2.34537,-0.487799,-0.915801,-1.51112,-2.09963,-0.428002,-1.02332,-1.61183,-0.595316,-1.18383,-0.588513,3,2,
213,-0.278306,-0.774281,-1.23971,-1.84243,-2.43151,-0.495975,-0.961405,-1.56413,-2.15321,-0.46543,-1.06815,-1.65723,-0.60272,-1.1918,-0.589081,3,2,
214,-0.26334,-0.7668,-1.2112,-1.8235,-2.4359,-0.50346,-0.94787,-1.5602,-2.1726,-0.44441,-1.0567,-1.6691,-0.61228,-1.2247,-0.61242,6,2,
219,-0.23635,-0.738018,-1.18915,-1.81428,-2.4354,-0.501667,-0.952801,-1.57793,-2.19905,-0.451134,-1.07626,-1.69738,-0.625127,-1.24625,-0.621119,11,2,
221,-0.261184,-0.734452,-1.1408,-1.72154,-2.30504,-0.473269,-0.879619,-1.46036,-2.04385,-0.406351,-0.987092,-1.57058,-0.580741,-1.16423,-0.583492,2,2,
292,-0.22422,-0.68662,-1.0763,-1.6478,-2.2249,-0.4624,-0.85207,-1.4236,-2.0006,-0.38966,-0.9612,-1.5382,-0.57154,-1.1486,-0.57703,3,2,
294,-0.24642,-0.73182,-1.147,-1.7131,-2.2872,-0.48539,-0.9006,-1.4667,-2.0407,-0.41521,-0.98127,-1.5553,-0.56606,-1.1401,-0.57407,3,2,
345,-0.244047,-0.721374,-1.12544,-1.68507,-2.25542,-0.477327,-0.881392,-1.44102,-2.01137,-0.404066,-0.963692,-1.53404,-0.559627,-1.12998,-0.570351,2,2,
348,-0.226475,-0.68098,-1.08318,-1.63957,-2.21273,-0.454505,-0.856704,-1.4131,-1.98626,-0.402199,-0.958593,-1.53175,-0.556394,-1.12956,-0.573161,5,2,
351,-0.245103,-0.698351,-1.08731,-1.63375,-2.18512,-0.453247,-0.84221,-1.38865,-1.94001,-0.388963,-0.935398,-1.48677,-0.546435,-1.0978,-0.551368,3,2,
909,-0.243275,-0.712071,-1.16035,-1.79395,-2.4182,-0.468796,-0.917078,-1.55068,-2.17493,-0.448282,-1.08188,-1.70613,-0.633602,-1.25785,-0.624246,3,2,
918,-0.262151,-0.769639,-1.23623,-1.88014,-2.53283,-0.507488,-0.974081,-1.61799,-2.27068,-0.466593,-1.1105,-1.76319,-0.643906,-1.2966,-0.652693,4,2,
918,-0.195193,-0.628279,-1.01504,-1.57348,-2.14492,-0.433087,-0.819847,-1.37829,-1.94973,-0.38676,-0.945201,-1.51664,-0.558441,-1.12988,-0.571444,7,2,
921,-0.233343,-0.744379,-1.21124,-1.84585,-2.46892,-0.511036,-0.977901,-1.61251,-2.23557,-0.466865,-1.10147,-1.72454,-0.634609,-1.25767,-0.623065,3,2,
58,0.073896,-0.11748,-0.30247,-0.80231,-1.2903,-0.19137,-0.37637,-0.8762,-1.3642,-0.185,-0.68483,-1.1729,-0.49983,-0.98786,-0.48803,6,3,
59,-0.0426233,-0.301907,-0.447412,-0.882357,-1.35512,-0.259283,-0.404789,-0.839734,-1.31249,-0.145506,-0.580451,-1.05321,-0.434945,-0.907703,-0.472758,6,3,
60,-0.023946,-0.27395,-0.42438,-0.88187,-1.3636,-0.25001,-0.40044,-0.85792,-1.3396,-0.15043,-0.60791,-1.0896,-0.45749,-0.93919,-0.48171,5,3,
61,-0.084051,-0.33539,-0.4449,-0.86192,-1.3383,-0.25134,-0.36085,-0.77787,-1.2542,-0.10951,-0.52653,-1.0029,-0.41702,-0.89337,-0.47635,3,3,
62,-0.0581779,-0.304939,-0.38732,-0.70067,-1.10514,-0.246761,-0.329142,-0.642492,-1.04696,-0.0823813,-0.395732,-0.800202,-0.31335,-0.717821,-0.40447,3,3,
62,-0.0424756,-0.295741,-0.450785,-0.909966,-1.40063,-0.253266,-0.40831,-0.86749,-1.35816,-0.155044,-0.614224,-1.10489,-0.45918,-0.949846,-0.490666,5,3,
63,-0.0952987,-0.328346,-0.37943,-0.737027,-1.18691,-0.233047,-0.284132,-0.641728,-1.09161,-0.0510841,-0.408681,-0.858566,-0.357597,-0.807482,-0.449885,14,3,
64,-0.0460831,-0.264989,-0.36884,-0.768402,-1.22956,-0.218906,-0.322757,-0.722319,-1.18347,-0.10385,-0.503413,-0.964568,-0.399562,-0.860718,-0.461155,8,3,
88,-0.00682329,-0.277924,-0.462106,-0.907505,-1.3566,-0.271101,-0.455282,-0.900681,-1.34978,-0.184182,-0.629581,-1.07868,-0.445399,-0.894495,-0.449096,4,3,
162,-0.0672377,-0.299786,-0.388146,-0.645352,-0.979099,-0.232548,-0.320908,-0.578114,-0.911861,-0.0883601,-0.345566,-0.679313,-0.257206,-0.590953,-0.333747,4,3,
162,-0.0966031,-0.384997,-0.525426,-0.918324,-1.36897,-0.288394,-0.428823,-0.821721,-1.27237,-0.14043,-0.533328,-0.983976,-0.392898,-0.843547,-0.450649,10,3,
163,-0.031971,-0.26396,-0.39939,-0.81804,-1.2843,-0.23199,-0.36741,-0.78607,-1.2523,-0.13542,-0.55408,-1.0203,-0.41866,-0.88489,-0.46623,5,3,
212,-0.143804,-0.396103,-0.430886,-0.758523,-1.17639,-0.252299,-0.287081,-0.614719,-1.03259,-0.0347827,-0.36242,-0.780291,-0.327637,-0.745508,-0.417871,5,3,
212,-0.124603,-0.42171,-0.581772,-1.01294,-1.48144,-0.297107,-0.457169,-0.88834,-1.35684,-0.160062,-0.591233,-1.05973,-0.431171,-0.899666,-0.468495,14,3,
213,-0.122145,-0.391982,-0.490454,-0.914305,-1.38162,-0.269838,-0.36831,-0.792161,-1.25947,-0.0984719,-0.522323,-0.989637,-0.423851,-0.891165,-0.467314,6,3,
214,-0.019073,-0.2277,-0.3473,-0.81383,-1.3147,-0.20863,-0.32823,-0.79476,-1.2956,-0.1196,-0.58612,-1.087,-0.46652,-0.9674,-0.50088,3,3,
219,-0.00550426,-0.209565,-0.293741,-0.709146,-1.17745,-0.20406,-0.288236,-0.703642,-1.17195,-0.084176,-0.499582,-0.967888,-0.415406,-0.883712,-0.468306,4,3,
221,-0.166008,-0.45318,-0.535166,-0.914246,-1.35615,-0.287172,-0.369158,-0.748238,-1.19014,-0.0819857,-0.461066,-0.902966,-0.37908,-0.82098,-0.4419,1,3,
221,0.0305084,-0.104038,-0.153315,-0.585063,-1.08163,-0.134546,-0.183823,-0.615571,-1.11214,-0.0492767,-0.481025,-0.977594,-0.431748,-0.928317,-0.496569,10,3,
292,-0.0060882,-0.21656,-0.32866,-0.76413,-1.245,-0.21047,-0.32257,-0.75804,-1.2389,-0.1121,-0.54758,-1.0285,-0.43547,-0.91637,-0.4809,7,3,
294,-0.080597,-0.32964,-0.45647,-0.86422,-1.3086,-0.24905,-0.37587,-0.78362,-1.228,-0.12683,-0.53457,-0.97897,-0.40775,-0.85214,-0.44439,5,3,
345,-0.0300708,-0.223961,-0.276269,-0.620122,-1.03463,-0.19389,-0.246198,-0.590052,-1.00456,-0.0523079,-0.396162,-0.810674,-0.343854,-0.758366,-0.414512,3,3,
345,-0.0640148,-0.351008,-0.548401,-0.985175,-1.4428,-0.286993,-0.484386,-0.921161,-1.37878,-0.197393,-0.634168,-1.09179,-0.436775,-0.894395,-0.457621,8,3,
345,0.124701,0.0089732,-0.119029,-0.585829,-1.04592,-0.115728,-0.24373,-0.71053,-1.17063,-0.128002,-0.594802,-1.0549,-0.4668,-0.926895,-0.460095,10,3,
348,-0.0475495,-0.28801,-0.461882,-0.877219,-1.32145,-0.24046,-0.414333,-0.82967,-1.2739,-0.173872,-0.58921,-1.03344,-0.415337,-0.859567,-0.44423,8,3,
351,-0.129046,-0.390128,-0.485759,-0.742786,-1.10595,-0.261082,-0.356713,-0.61374,-0.976906,-0.0956313,-0.352658,-0.715824,-0.257027,-0.620193,-0.363167,9,3,
351,-0.10785,-0.342325,-0.417369,-0.782715,-1.24765,-0.234475,-0.309519,-0.674865,-1.1398,-0.0750442,-0.44039,-0.905327,-0.365345,-0.830283,-0.464937,15,3,
909,-0.0907653,-0.366218,-0.521837,-0.947334,-1.44995,-0.275453,-0.431072,-0.856568,-1.35918,-0.155619,-0.581115,-1.08373,-0.425496,-0.928109,-0.502613,4,3,
909,0.0697808,-0.0348713,-0.0890917,-0.54445,-1.0613,-0.104652,-0.158873,-0.61423,-1.13108,-0.0542205,-0.509578,-1.02643,-0.455358,-0.972212,-0.516854,9,3,
909,-0.0886931,-0.319832,-0.369584,-0.681585,-1.12536,-0.231139,-0.28089,-0.592892,-1.03667,-0.0497516,-0.361753,-0.805527,-0.312001,-0.755776,-0.443775,11,3,
918,-0.0464265,-0.267017,-0.376238,-0.80131,-1.2766,-0.22059,-0.329812,-0.754884,-1.23018,-0.109221,-0.534293,-1.00959,-0.425072,-0.900365,-0.475293,9,3,
921,-0.0495181,-0.30318,-0.426689,-0.838809,-1.3204,-0.253662,-0.377171,-0.789291,-1.27088,-0.12351,-0.535629,-1.01722,-0.41212,-0.893708,-0.481588,12,3,
58,0.31657,0.59941,0.7133,0.3019,-0.21398,0.28283,0.39672,-0.014676,-0.53056,0.11389,-0.29751,-0.81339,-0.4114,-0.92728,-0.51588,1,4,
59,0.283568,0.431438,0.463828,0.00726846,-0.513059,0.14787,0.18026,-0.276299,-0.796627,0.0323904,-0.424169,-0.944497,-0.45656,-0.976887,-0.520328,9,4,
60,0.31421,0.58735,0.65622,0.18039,-0.33206,0.27314,0.342,-0.13382,-0.64627,0.06887,-0.40696,-0.9194,-0.47583,-0.98827,-0.51245,7,4,
61,0.22047,0.29634,0.33858,-0.045587,-0.53457,0.075861,0.1181,-0.26606,-0.75504,0.042239,-0.34192,-0.8309,-0.38416,-0.87314,-0.48898,5,4,
62,0.29783,0.530917,0.62484,0.263761,-0.313997,0.233087,0.32701,-0.0340688,-0.611827,0.0939224,-0.267156,-0.844914,-0.361079,-0.938837,-0.577758,12,4,
62,0.22058,0.307698,0.360871,0.0269574,-0.471515,0.0871181,0.140291,-0.193622,-0.692095,0.0531725,-0.280741,-0.779213,-0.333913,-0.832386,-0.498473,14,4,
63,0.250282,0.448215,0.545085,0.161057,-0.389108,0.197933,0.294803,-0.0892254,-0.639391,0.0968696,-0.287158,-0.837324,-0.384028,-0.934193,-0.550165,11,4,
64,0.172086,0.219023,0.273137,-0.0594116,-0.525469,0.0469373,0.101051,-0.231498,-0.697555,0.0541136,-0.278435,-0.744492,-0.332548,-0.798605,-0.466057,1,4,
64,0.28656,0.51033,0.595492,0.203467,-0.305776,0.22377,0.308932,-0.0830928,-0.592336,0.085162,-0.306863,-0.816106,-0.392025,-0.901268,-0.509243,12,4,
88,0.292015,0.506915,0.545526,0.10048,-0.356693,0.2149,0.253512,-0.191534,-0.648708,0.0386112,-0.406435,-0.863609,-0.445046,-0.90222,-0.457174,3,4,
89,0.28177,0.47075,0.53058,0.1172,-0.39104,0.18899,0.24881,-0.16456,-0.6728,0.059826,-0.35355,-0.86179,-0.41338,-0.92162,-0.50824,1,4,
162,0.279189,0.458134,0.51202,0.118011,-0.384525,0.178945,0.232831,-0.161178,-0.663713,0.0538864,-0.340123,-0.842659,-0.394009,-0.896545,-0.502536,9,4,
163,0.25473,0.40193,0.46294,0.10067,-0.39068,0.1472,0.20821,-0.15406,-0.64541,0.06101,-0.30126,-0.7926,-0.36226,-0.85361,-0.49135,3,4,
212,0.290439,0.482823,0.541332,0.126021,-0.370487,0.192384,0.250894,-0.164418,-0.660926,0.05851,-0.356801,-0.85331,-0.415311,-0.91182,-0.496508,8,4,
213,0.282947,0.51689,0.637687,0.275986,-0.246016,0.233943,0.354739,-0.00696125,-0.528963,0.120796,-0.240904,-0.762906,-0.361701,-0.883702,-0.522001,10,4,
214,0.30977,0.57992,0.68789,0.27051,-0.26335,0.27015,0.37812,-0.039258,-0.57312,0.10797,-0.30941,-0.84328,-0.41738,-0.95124,-0.53387,2,4,
219,0.199449,0.274566,0.318436,-0.0293221,-0.477269,0.0751166,0.118987,-0.228771,-0.676718,0.0438704,-0.303888,-0.751834,-0.347758,-0.795705,-0.447947,7,4,
219,0.295224,0.484347,0.515112,0.0543354,-0.438636,0.189124,0.219889,-0.240888,-0.733859,0.0307651,-0.430012,-0.922983,-0.460777,-0.953748,-0.492971,9,4,
221,0.27267,0.477912,0.585619,0.249737,-0.242438,0.205242,0.312948,-0.0229336,-0.515108,0.107707,-0.228175,-0.72035,-0.335882,-0.828056,-0.492174,7,4,
292,0.26991,0.48588,0.58268,0.22197,-0.2688,0.21596,0.31276,-0.047945,-0.53871,0.096802,-0.26391,-0.75468,-0.36071,-0.85148,-0.49077,8,4,
345,0.266771,0.482991,0.501686,0.0626626,-0.418357,0.21622,0.234915,-0.204109,-0.685128,0.0186951,-0.420329,-0.901348,-0.439024,-0.920043,-0.48102,11,4,
348,0.264409,0.494811,0.5545,0.151381,-0.316825,0.230402,0.290091,-0.113028,-0.581234,0.0596893,-0.34343,-0.811636,-0.403119,-0.871325,-0.468206,6,4,
351,0.290629,0.546755,0.608346,0.149759,-0.405063,0.256126,0.317717,-0.140871,-0.695692,0.061591,-0.396996,-0.951818,-0.458587,-1.01341,-0.554822,10,4,
351,0.209178,0.305539,0.333842,-0.0281067,-0.539653,0.0963606,0.124664,-0.237285,-0.748831,0.0283037,-0.333645,-0.845191,-0.361949,-0.873495,-0.511546,16,4,
351,0.225119,0.378081,0.459164,0.159774,-0.314165,0.152962,0.234045,-0.0653447,-0.539284,0.0810835,-0.218306,-0.692245,-0.29939,-0.773329,-0.473939,19,4,
909,0.316184,0.568124,0.655703,0.255734,-0.309516,0.25194,0.339519,-0.0604507,-0.625701,0.087579,-0.312391,-0.877641,-0.39997,-0.96522,-0.56525,6,4,
909,0.252105,0.440637,0.53234,0.224168,-0.30784,0.188532,0.280235,-0.0279369,-0.559945,0.0917032,-0.216469,-0.748476,-0.308172,-0.84018,-0.532008,15,4,
918,0.289043,0.537283,0.646392,0.261663,-0.249955,0.248241,0.35735,-0.02738,-0.538997,0.109109,-0.275621,-0.787238,-0.38473,-0.896347,-0.511617,1,4,
921,0.31278,0.495283,0.494721,0.0104587,-0.507905,0.182503,0.181941,-0.302321,-0.820685,-0.000562333,-0.484825,-1.00319,-0.484262,-1.00263,-0.518363,2,4,
58,-0.053956,-0.39912,-0.74876,-1.2699,-1.7856,-0.34516,-0.69481,-1.216,-1.7317,-0.34965,-0.8708,-1.3865,-0.52115,-1.0369,-0.51571,3,5,
59,-0.0905029,-0.442537,-0.76328,-1.28171,-1.81432,-0.352034,-0.672777,-1.19121,-1.72382,-0.320743,-0.839177,-1.37179,-0.518434,-1.05104,-0.532611,2,5,
60,-0.1271,-0.50535,-0.84535,-1.353,-1.8713,-0.37825,-0.71825,-1.2259,-1.7442,-0.34,-0.84764,-1.3659,-0.50764,-1.0259,-0.51831,3,5,
61,-0.1323,-0.49026,-0.80805,-1.3115,-1.8295,-0.35795,-0.67575,-1.1792,-1.6972,-0.31779,-0.82126,-1.3393,-0.50346,-1.0215,-0.51802,9,5,
62,-0.115771,-0.482842,-0.827057,-1.34231,-1.85577,-0.36707,-0.711286,-1.22654,-1.74,-0.344215,-0.859471,-1.37293,-0.515256,-1.02871,-0.513457,8,5,
63,-0.189173,-0.594051,-0.961168,-1.48656,-2.0096,-0.404878,-0.771995,-1.29739,-1.82043,-0.367117,-0.89251,-1.41555,-0.525393,-1.04844,-0.523043,3,5,
63,-0.0917018,-0.388096,-0.58436,-1.05202,-1.53892,-0.296395,-0.492658,-0.960316,-1.44722,-0.196263,-0.663922,-1.15083,-0.467658,-0.954562,-0.486904,12,5,
64,-0.0882536,-0.419553,-0.722558,-1.20528,-1.70338,-0.331299,-0.634304,-1.11703,-1.61512,-0.303005,-0.785726,-1.28382,-0.482721,-0.98082,-0.498098,13,5,
88,-0.10224,-0.487537,-0.835505,-1.3368,-1.83925,-0.385297,-0.733265,-1.23456,-1.73701,-0.347968,-0.849259,-1.35171,-0.501291,-1.00374,-0.502452,8,5,
89,-0.069483,-0.38057,-0.62939,-1.1191,-1.6185,-0.31108,-0.55991,-1.0496,-1.549,-0.24883,-0.73851,-1.238,-0.48969,-0.98912,-0.49944,7,5,
162,-0.131927,-0.516007,-0.84949,-1.37188,-1.89562,-0.38408,-0.717563,-1.23995,-1.76369,-0.333482,-0.855874,-1.37961,-0.522392,-1.04613,-0.523737,3,5,
163,-0.12805,-0.50388,-0.83067,-1.337,-1.8577,-0.37584,-0.70262,-1.2089,-1.7296,-0.32679,-0.83311,-1.3538,-0.50632,-1.027,-0.52067,1,5,
212,-0.173138,-0.562828,-0.89073,-1.37996,-1.88558,-0.389689,-0.717591,-1.20682,-1.71244,-0.327902,-0.817131,-1.32275,-0.489229,-0.994847,-0.505618,7,5,
213,-0.162221,-0.549145,-0.882366,-1.40025,-1.91819,-0.386925,-0.720146,-1.23803,-1.75597,-0.333221,-0.851102,-1.36904,-0.51788,-1.03582,-0.517941,13,5,
214,-0.14605,-0.52556,-0.85377,-1.3757,-1.9079,-0.37951,-0.70772,-1.2297,-1.7618,-0.32821,-0.85015,-1.3823,-0.52194,-1.0541,-0.53215,1,5,
219,-0.123259,-0.527301,-0.903308,-1.45425,-2.0232,-0.404042,-0.780049,-1.331,-1.89994,-0.376008,-0.926954,-1.4959,-0.550946,-1.11989,-0.568941,1,5,
219,-0.0275471,-0.310747,-0.550031,-1.04997,-1.57688,-0.2832,-0.522484,-1.02242,-1.54934,-0.239283,-0.739218,-1.26614,-0.499935,-1.02685,-0.526917,10,5,
221,-0.185786,-0.546658,-0.814979,-1.3021,-1.80438,-0.360871,-0.629192,-1.11632,-1.6186,-0.268321,-0.755447,-1.25773,-0.487126,-0.989405,-0.502279,5,5,
292,-0.12123,-0.47295,-0.73175,-1.2246,-1.7368,-0.35172,-0.61052,-1.1033,-1.6156,-0.2588,-0.7516,-1.2639,-0.4928,-1.0051,-0.51225,4,5,
294,-0.14973,-0.51094,-0.79732,-1.2796,-1.7745,-0.36121,-0.64759,-1.1298,-1.6248,-0.28638,-0.76863,-1.2636,-0.48225,-0.9772,-0.49495,9,5,
345,-0.131407,-0.498795,-0.816461,-1.3165,-1.82186,-0.367388,-0.685054,-1.18509,-1.69045,-0.317666,-0.817704,-1.32306,-0.500038,-1.0054,-0.505359,9,5,
348,-0.111453,-0.455665,-0.762301,-1.2491,-1.75408,-0.344213,-0.650849,-1.13764,-1.64263,-0.306636,-0.79343,-1.29842,-0.486794,-0.991783,-0.504989,2,5,
351,-0.164334,-0.510515,-0.782822,-1.22097,-1.68709,-0.346181,-0.618488,-1.05664,-1.52276,-0.272307,-0.710456,-1.17658,-0.43815,-0.904273,-0.466123,2,5,
909,-0.159052,-0.529228,-0.84599,-1.34558,-1.87781,-0.370176,-0.686939,-1.18653,-1.71876,-0.316763,-0.816354,-1.34859,-0.499592,-1.03182,-0.532232,13,5,
918,-0.130855,-0.465262,-0.713183,-1.19995,-1.69502,-0.334407,-0.582328,-1.06909,-1.56417,-0.247921,-0.734687,-1.22976,-0.486766,-0.981841,-0.495074,6,5,
921,-0.124768,-0.516608,-0.866421,-1.39083,-1.92125,-0.39184,-0.741653,-1.26606,-1.79649,-0.349813,-0.874221,-1.40465,-0.524408,-1.05483,-0.530425,9,5,
58,0.32188,0.59627,0.75122,0.67959,0.3683,0.27438,0.42934,0.35771,0.046414,0.15496,0.083323,-0.22797,-0.071633,-0.38292,-0.31129,9,6,
59,0.332529,0.595103,0.724738,0.65053,0.343388,0.262574,0.392209,0.318001,0.0108592,0.129635,0.0554272,-0.251714,-0.0742078,-0.381349,-0.307142,10,6,
60,0.32617,0.61287,0.77961,0.71886,0.37972,0.2867,0.45344,0.3927,0.053551,0.16674,0.106,-0.23315,-0.060744,-0.39989,-0.33915,4,6,
61,0.30171,0.53982,0.68944,0.58364,0.22642,0.2381,0.38773,0.28193,-0.075292,0.14963,0.043825,-0.31339,-0.1058,-0.46302,-0.35722,1,6,
62,0.333624,0.605407,0.765104,0.678867,0.366101,0.271783,0.43148,0.345243,0.0324776,0.159697,0.0734601,-0.239306,-0.0862369,-0.399003,-0.312766,10,6,
63,0.299127,0.534495,0.680186,0.569895,0.237239,0.235368,0.381059,0.270769,-0.0618873,0.145691,0.0354004,-0.297256,-0.11029,-0.442946,-0.332656,15,6,
64,0.297789,0.511985,0.648377,0.555511,0.262751,0.214196,0.350588,0.257723,-0.0350379,0.136393,0.0435268,-0.249234,-0.0928657,-0.385626,-0.292761,9,6,
88,0.295866,0.535468,0.690912,0.561691,0.211943,0.239602,0.395045,0.265824,-0.0839237,0.155444,0.0262227,-0.323525,-0.129221,-0.478969,-0.349748,7,6,
89,0.31574,0.58666,0.76365,0.67486,0.34067,0.27092,0.44792,0.35912,0.024928,0.177,0.088204,-0.24599,-0.088794,-0.42299,-0.33419,2,6,
162,0.316961,0.55778,0.70999,0.579788,0.262868,0.240819,0.393029,0.262827,-0.0540931,0.152209,0.0220075,-0.294912,-0.130202,-0.447122,-0.31692,1,6,
163,0.32443,0.58118,0.74413,0.60892,0.26543,0.25676,0.4197,0.2845,-0.059,0.16294,0.027737,-0.31576,-0.13521,-0.4787,-0.3435,4,6,
212,0.316574,0.536933,0.647346,0.584133,0.304017,0.220359,0.330772,0.267559,-0.0125575,0.110413,0.0472001,-0.232917,-0.063213,-0.34333,-0.280117,9,6,
