583,2176,1450,883,1207
273,9,24,165,76
315,116,58,279,179
110,20,633,354,616
446,32,60,538,285
284,149,181,286,164
1156,537,771,776,772
525,1084,612,811,607
351,9,256,174,285
457,380,456,235,306
