368,500,562,446,310
304,388,261,497,722
389,242,469,560,663
584,676,510,459,485
392,288,474,539,602
567,367,462,276,137
383,726,362,625,491
384,875,480,499,456
345,52,294,226,314
784,387,627,374,317
