0,0,0,0,0
636,266,117,501,220
324,403,479,643,615
737,640,594,328,524
226,214,162,454,250
337,479,480,444,472
717,862,1204,826,947
488,698,854,420,517
255,173,254,299,426
780,766,357,586,526
