064,0.172086,0.219023,0.273137,-0.0594116,-0.525469,0.0469373,0.101051,-0.231498,-0.697555,0.0541136,-0.278435,-0.744492,-0.332548,-0.798605,-0.466057,1
064,-0.195705,-0.654265,-1.07477,-1.63262,-2.21685,-0.45856,-0.879067,-1.43691,-2.02115,-0.420507,-0.978352,-1.56259,-0.557845,-1.14208,-0.584237,2
064,0.0471215,-0.0612499,-0.0711398,-0.391749,-0.824099,-0.108371,-0.118261,-0.438871,-0.871221,-0.00988995,-0.3305,-0.762849,-0.32061,-0.752959,-0.43235,3
064,0.335188,0.609273,0.784147,0.577007,0.167907,0.274086,0.448959,0.241819,-0.167281,0.174873,-0.0322661,-0.441367,-0.20714,-0.61624,-0.409101,4
064,0.241858,0.299104,0.276771,-0.197313,-0.699013,0.0572461,0.0349133,-0.439171,-0.940871,-0.0223329,-0.496417,-0.998117,-0.474084,-0.975784,-0.5017,5
064,0.157413,0.185886,0.247396,0.0166625,-0.349171,0.0284733,0.0899839,-0.14075,-0.506583,0.0615106,-0.169223,-0.535057,-0.230734,-0.596567,-0.365833,6
064,0.250785,0.404484,0.514008,0.327402,-0.0278897,0.153699,0.263222,0.0766161,-0.278675,0.109524,-0.0770825,-0.432374,-0.186606,-0.541897,-0.355291,7
064,-0.0460831,-0.264989,-0.36884,-0.768402,-1.22956,-0.218906,-0.322757,-0.722319,-1.18347,-0.10385,-0.503413,-0.964568,-0.399562,-0.860718,-0.461155,8
064,0.297789,0.511985,0.648377,0.555511,0.262751,0.214196,0.350588,0.257723,-0.0350379,0.136393,0.0435268,-0.249234,-0.0928657,-0.385626,-0.292761,9
064,0.300865,0.552967,0.696898,0.423622,-0.0359435,0.252102,0.396033,0.122756,-0.336809,0.143931,-0.129346,-0.588911,-0.273276,-0.732841,-0.459565,10
064,0.245008,0.390285,0.487272,0.209501,-0.225264,0.145277,0.242264,-0.0355074,-0.470273,0.0969868,-0.180784,-0.61555,-0.277771,-0.712536,-0.434765,11
064,0.28656,0.51033,0.595492,0.203467,-0.305776,0.22377,0.308932,-0.0830928,-0.592336,0.085162,-0.306863,-0.816106,-0.392025,-0.901268,-0.509243,12
064,-0.0882536,-0.419553,-0.722558,-1.20528,-1.70338,-0.331299,-0.634304,-1.11703,-1.61512,-0.303005,-0.785726,-1.28382,-0.482721,-0.98082,-0.498098,13
