883,999,840,572,721
173,212,178,359,98
242,103,303,465,177
529,21,269,120,291
84,93,61,339,179
224,278,286,207,799
787,869,633,1041,494
720,1138,680,805,751
549,233,837,332,471
309,555,414,261,516
