0,0,0,0,0
255,248,312,388,83
543,361,211,385,405
289,382,588,318,358
632,187,230,290,305
344,468,546,686,730
1383,1152,625,602,890
413,615,447,444,453
167,484,743,642,655
474,604,799,746,618
