231,821,758,472,577
450,20,86,163,247
158,394,238,551,441
286,1821,974,833,642
217,80,202,259,113
608,77,250,239,187
91,183,231,298,434
169,382,523,296,336
514,119,461,479,343
1776,604,778,911,1177
