642,99,173,661,71
213,411,490,333,485
276,415,543,452,442
904,209,599,690,270
248,518,528,402,419
385,467,317,165,639
102,442,338,250,419
202,820,389,254,533
993,735,866,923,689
535,385,258,371,530
